name,oldest,refs,ts_count,youngest
Tuloy,Floian,"2, 12, 159, 244, 281, 328",1.0,Dapingian
Horn Valley Siltstone,Floian,"2, 12, 159, 230, 244",0.0,Floian
Smithville,Floian,"2, 12, 114, 159, 244",0.0,Floian
Powell Dolomite,Floian,"2, 12, 114, 159, 244",0.0,Floian
Acoite,Floian,"2, 12, 159, 244, 272",0.0,Floian
Poultney,Floian,"2, 12, 146, 159, 244",0.0,Floian
Emanuel Middle,Floian,"2, 12, 77, 159, 244",0.0,Floian
Marcheta,Floian,"2, 12, 159, 244, 281",0.0,Floian
Chupin,Tremadocian,"2, 12, 159, 244, 328",1.0,Floian
Al Rose,Floian,"2, 12, 114, 159, 244",0.0,Floian
Ninemile,Floian,"2, 12, 114, 159, 244",0.0,Floian
Padre,Floian,"2, 12, 59, 159, 244",0.0,Floian
Ranger Peak,Floian,"2, 12, 114, 159, 244",0.0,Floian
Liangchiashan,Floian,"2, 12, 159, 244, 250",0.0,Floian
Scenic Drive,Floian,"2, 12, 159, 207, 244",0.0,Floian
Derry Bay,Floian,"2, 12, 124, 159, 244",0.0,Floian
Glen Dhoo Flag,Floian,"2, 12, 124, 159, 244",0.0,Floian
Hope Beck,Floian,"2, 12, 124, 159, 244",0.0,Floian
Mount Partry,Floian,"2, 12, 124, 159, 244",0.0,Floian
Pinbain Lava,Floian,"2, 12, 124, 159, 244",0.0,Floian
Skird Rocks,Floian,"2, 12, 124, 159, 244",0.0,Floian
Hamra,Floian,"2, 12, 159, 238, 244",0.0,Floian
Leetse,Floian,"2, 12, 159, 244, 350",0.0,Floian
Lower Arenigian,Floian,"2, 12, 159, 244, 318, 321",0.0,Floian
Datan,Floian,"2, 12, 159, 244, 250",0.0,Floian
Zhaqu,Floian,"2, 12, 159, 244, 250",0.0,Floian
Ship Point Member A,Floian,"2, 12, 42, 159, 244",0.0,Floian
Rakhmet,Floian,"2, 12, 159, 244, 345",0.0,Floian
McKelligon,Floian,"2, 12, 159, 192, 244",0.0,Floian
Pistol Range,Floian,"2, 12, 159, 192, 244",0.0,Floian
Pistol Range Sandstone,Floian,"2, 12, 159, 192, 244",0.0,Floian
Yarrimbah,Tremadocian,"2, 12, 159, 202, 231, 244",1.0,Floian
Carmarthen,Floian,"2, 12, 124, 159, 244",0.0,Floian
Bendigonian 2,Floian,"2, 12, 124, 159, 244",0.0,Floian
Bendigonian 3,Floian,"2, 12, 124, 159, 244",0.0,Floian
Mäeküla,Floian,"2, 8, 12, 159, 244",0.0,Floian
Wig,Floian,"2, 12, 124, 159, 244",0.0,Floian
Corymbograptus varicosus,Floian,"2, 3, 12, 53, 84, 159",0.0,Floian
Lagenochitina esthonica / Conochitina raymondi,Floian,"2, 3, 12, 84, 159",0.0,Floian
Oepikodus evae,Floian,"2, 3, 12, 84, 159",0.0,Floian
Pendeograptus fruticosus,Floian,"2, 3, 12, 84, 159, 346",0.0,Floian
Tøyen Shale,Floian,"2, 11, 12, 33, 84, 159",0.0,Floian
Bendigonian,Floian,"2, 3, 12, 84, 159",0.0,Floian
Billingen,Floian,"2, 3, 9, 12, 84, 159",0.0,Floian
Blackhillsian,Floian,"2, 3, 12, 84, 159",0.0,Floian
Jumudontus gananda,Floian,"2, 12, 72, 84, 159",0.0,Floian
Pseudophyllograptus angustifolius elongatus / Expansograptus broggeri,Floian,"2, 12, 84, 159, 329, 400",1.0,Dapingian
Expansograptus extensus,Floian,"2, 12, 84, 159, 346",0.0,Floian
Acrograptus balticus,Floian,"2, 12, 84, 159, 329, 400",0.0,Floian
Acrograptus filiformis,Floian,"2, 12, 53, 54, 84, 159",0.0,Floian
Prioniodus evae,Floian,"2, 12, 13, 84, 159",0.0,Floian
Aurilobodus leptosomatus,Floian,"2, 12, 72, 84, 159",0.0,Floian
Loxodus dissectus,Floian,"2, 12, 72, 84, 159",0.0,Floian
Scolopodus sunanensis,Floian,"2, 12, 72, 84, 159",0.0,Floian
Tetragraptus fruticosus,Floian,"2, 12, 84, 146, 159",0.0,Floian
Conochitina raymondi,Floian,"2, 12, 84, 159, 346",1.0,Dapingian
Pseudophyllograptus angustifolius elongatus,Floian,"2, 12, 84, 159, 346",0.0,Floian
Aurilobodus leptosomatus - Loxodus dissectus,Floian,"2, 12, 84, 159, 381",0.0,Floian
Deep Kill Shale,Floian,"2, 12, 84, 159, 167",0.0,Floian
Beauharnois,Floian,"2, 12, 84, 159, 365",0.0,Floian
Vuelta de Las Tolas,Floian,"2, 12, 84, 159, 323",0.0,Floian
Stuyvesant Falls,Floian,"2, 12, 84, 146, 159",0.0,Floian
Shinianpan,Floian,"2, 12, 84, 159, 250",0.0,Floian
Tachengssu,Floian,"2, 12, 84, 159, 250",0.0,Floian
Grès Armoricain Lower,Floian,"2, 12, 84, 159, 238",0.0,Floian
Afon Ffinnant,Floian,"2, 12, 84, 124, 159",0.0,Floian
Blaencediw,Floian,"2, 12, 84, 124, 159",0.0,Floian
Brunel,Floian,"2, 12, 84, 124, 159",0.0,Floian
Cwm yr Abbey,Floian,"2, 12, 84, 124, 159",0.0,Floian
Cwmffrydd,Floian,"2, 12, 84, 124, 159",0.0,Floian
Glion Cam,Floian,"2, 12, 84, 124, 159",0.0,Floian
Henllan Ash,Floian,"2, 12, 84, 124, 159",0.0,Floian
Horan,Floian,"2, 12, 84, 124, 159",0.0,Floian
Knock Kilbride Argillites,Floian,"2, 12, 84, 124, 159",0.0,Floian
Letterbrock,Floian,"2, 12, 84, 124, 159",0.0,Floian
Rhyd Henllan,Floian,"2, 12, 84, 124, 159",0.0,Floian
Slockenray Hyaloclastite and Lava,Floian,"2, 12, 84, 124, 159",0.0,Floian
Bendigonian 1,Floian,"2, 12, 84, 159",0.0,Floian
Tipperary,Floian,"2, 12, 42, 84, 159",0.0,Floian
Budhang Chert,Tremadocian,"2, 12, 84, 159, 202, 218",1.0,Floian
Hensleigh Siltstone,Floian,"2, 12, 84, 159, 202, 218, 231",0.0,Floian
Yarrimbah Chert,Floian,"2, 12, 84, 159, 218",0.0,Floian
Conochitina symmetrica,Floian,"2, 3, 12, 244, 400",0.0,Floian
Oelanodus elongatus / Acodus deltatus,Floian,"2, 3, 12, 244, 400",0.0,Floian
Tetragraptus approximatus,Floian,"2, 3, 12, 244, 329",0.0,Floian
Tetragraptus phyllograptoides,Floian,"2, 3, 12, 53, 244",0.0,Floian
Paroistodus proteus,Floian,"2, 12, 84, 244",0.0,Floian
MN faunizone H,Floian,244,0.0,Floian
Paroistodus parallelus,Floian,"2, 12, 77, 244",0.0,Floian
Prioniodus adami,Floian,"2, 12, 77, 244",0.0,Floian
Serratognathus bilobatus,Floian,"2, 12, 77, 244",0.0,Floian
Serratognathus diversus,Floian,"2, 12, 77, 244",0.0,Floian
Serratognathus extensus,Floian,"2, 12, 77, 244",0.0,Floian
Triangulodus bifidus,Floian,"2, 12, 77, 244",0.0,Floian
Emanuel,Floian,"2, 12, 77, 244",0.0,Floian
Jinshan,Floian,"2, 12, 244, 367",0.0,Floian
Hagastrand,Floian,"2, 12, 29, 244",0.0,Floian
Lancefieldian 3,Floian,"2, 12, 244",0.0,Floian
Kaodongkou,Floian,"2, 12, 244, 250",0.0,Floian
Madaoyu,Floian,"2, 12, 244, 250",0.0,Floian
Niuweibashan,Floian,"2, 12, 244, 250",0.0,Floian
Shanpianshan,Floian,"2, 12, 244, 250",0.0,Floian
Stoneberger Shale,Tremadocian,"2, 12, 160, 244",1.0,Floian
Jingshan,Floian,"2, 12, 53, 244",0.0,Floian
Allt Cystanog,Floian,"2, 12, 124, 244",0.0,Floian
Bolahaul,Floian,"2, 12, 124, 244",0.0,Floian
Craig Hill Breccia,Floian,"2, 12, 124, 244",0.0,Floian
Garth Grit,Floian,"2, 12, 124, 244",0.0,Floian
Graianog Sandstone,Floian,"2, 12, 124, 244",0.0,Floian
Keristal,Floian,"2, 12, 124, 244",0.0,Floian
Kilranny Hill,Floian,"2, 12, 124, 244",0.0,Floian
Ny Garvain,Floian,"2, 12, 124, 244",0.0,Floian
Ogof Hen,Floian,"2, 12, 124, 244",0.0,Floian
Peel Volcanic,Floian,"2, 12, 124, 244",0.0,Floian
Pibwr,Floian,"2, 12, 124, 244",0.0,Floian
Port Erin,Floian,"2, 12, 124, 244",0.0,Floian
Stiperstones Quartzite,Floian,"2, 12, 124, 244",0.0,Floian
Yingshan,Floian,"2, 12, 96, 244",0.0,Floian
Takoshkin,Tremadocian,"2, 12, 244, 400",1.0,Floian
Taohuashi,Floian,"2, 12, 244, 374",0.0,Floian
Torsugtagh Upper,Floian,"2, 12, 78, 244",0.0,Floian
Tremadocian Upper,Tremadocian,"2, 12, 244, 318, 321",1.0,Floian
Setul Limestone,Floian,"2, 12, 71, 244",0.0,Floian
Fl1,Floian,"2, 12, 13, 84, 244",0.0,Floian
Oepikodus communis,Floian,"2, 3, 12, 84, 244",0.0,Floian
Pendeograptus fruticosus / Tetragraptus approximatus,Floian,"2, 3, 12, 84, 244",0.0,Floian
Prioniodus elegans,Floian,"2, 3, 12, 84, 244",0.0,Floian
Tetragraptus phyllograptoides/ Tetragraptus approximatus,Floian,"2, 12, 84, 244, 400",0.0,Floian
Parasseratognathus paltodiformis,Floian,"2, 12, 77, 84, 244",0.0,Floian
Prioniodus honghuayuanensis,Floian,"2, 12, 71, 77, 84, 244",0.0,Floian
Honghuayuan,Floian,"2, 12, 77, 84, 244",0.0,Floian
La Alumbrera,Floian,"2, 12, 84, 244, 324",0.0,Floian
Florentine Valley,Tremadocian,"2, 12, 84, 203, 244",1.0,Floian
Charcoal Canyon,Floian,"2, 12, 84, 160, 244",0.0,Floian
Cotter Dolomite,Floian,"2, 12, 84, 114, 244",0.0,Floian
Horn Valley Basal,Floian,"2, 12, 84, 215, 244",0.0,Floian
Baumann Fjord,Floian,"2, 12, 42, 84, 244",0.0,Floian
Boat Harbour,Floian,"2, 12, 42, 84, 244",0.0,Floian
Nambeet,Floian,"2, 12, 84, 220, 244",0.0,Floian
Pacoota Sandstone,Floian,"2, 12, 84, 220, 244",0.0,Floian
Emanuel Upper,Floian,"2, 12, 77, 84, 244",0.0,Floian
Blackjack Knob,Floian,"2, 12, 84, 88, 244",0.0,Floian
Bull Shoals,Floian,"2, 12, 84, 88, 244",0.0,Floian
Lutie,Floian,"2, 12, 84, 88, 244",0.0,Floian
Fl2,Floian,"2, 12, 13, 84",0.0,Floian
Didymograptus balticus,Floian,"2, 3, 12, 84",0.0,Floian
Eremochitina baculata,Floian,"2, 3, 12, 84, 400",0.0,Floian
Pendeograptus fruticosus 3 / 4br,Floian,"2, 3, 12, 84",0.0,Floian
Pendeograptus fruticosus 4br,Floian,"2, 3, 12, 84",0.0,Floian
Tetragraptus akzharensis,Floian,"2, 3, 12, 84",0.0,Floian
Fort Cassin,Floian,"2, 12, 84, 114, 159",0.0,Floian
Didymograptus deflexus,Floian,"2, 12, 84, 160",0.0,Floian
San Juan,Tremadocian,"2, 3, 12, 84, 244",3.0,Darriwilian
Nelidov,Tremadocian,"2, 3, 12, 84, 236, 346",3.0,Darriwilian
BI_gamma,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
BI_beta,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
2c,Floian,"2, 12, 84",0.0,Floian
2a,Floian,"2, 12, 84",0.0,Floian
Drepanoistodus amoenus,Tremadocian,"2, 3, 12, 244",1.0,Floian
Paracordylodus gracilis,Tremadocian,"2, 3, 12, 244",1.0,Floian
Tripodus,Tremadocian,"2, 3, 12, 244",1.0,Floian
Hunghuayuan,Tremadocian,"2, 12, 61, 72, 84, 244, 367",1.0,Floian
Tr2,Tremadocian,"2, 12, 13, 84, 244",1.0,Floian
Lone Mountain,Tremadocian,"2, 12, 155, 244",1.0,Floian
2b,Floian,"2, 12, 84",0.0,Floian
Outram,Tremadocian,"2, 12, 159, 190, 244",1.0,Floian
Acodus kechikaensis,Tremadocian,"2, 12, 84, 191, 244",1.0,Floian
Scolopodus paucicostatus,Tremadocian,"2, 3, 12, 72, 84",3.0,Darriwilian
Scolopodus pseudoplanus,Tremadocian,"2, 3, 12, 72, 84",3.0,Darriwilian
Xinertai,Tremadocian,"2, 3, 12, 84, 250",3.0,Darriwilian
Knox Super,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Marathon,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Nanjinguan,Tremadocian,"2, 3, 12, 61, 84",3.0,Darriwilian
Booley Bay,Tremadocian,"2, 3, 12, 49, 84",3.0,Darriwilian
Ust'-Kutian,Tremadocian,"2, 3, 12, 84, 335",3.0,Darriwilian
Zhalgyz,Tremadocian,"2, 3, 12, 84, 133",3.0,Darriwilian
Breanoge,Tremadocian,"2, 3, 12, 49, 84",3.0,Darriwilian
Babkino,Tremadocian,"2, 3, 12, 27, 84, 399",3.0,Darriwilian
Ust-Kut,Tremadocian,"2, 3, 12, 84, 289, 335",3.0,Darriwilian
Irbukil,Tremadocian,"2, 3, 12, 84, 399",3.0,Darriwilian
Tchunya,Tremadocian,"2, 3, 12, 84, 399",3.0,Darriwilian
Ust'Kyt,Tremadocian,"2, 3, 12, 84, 399",3.0,Darriwilian
Vorotninskaya,Tremadocian,"2, 3, 12, 84, 399",3.0,Darriwilian
Ustkut,Tremadocian,"2, 3, 12, 84, 289",3.0,Darriwilian
Barrios,Tremadocian,"2, 3, 12, 84, 282",3.0,Darriwilian
Dumugol,Tremadocian,"2, 3, 12, 68, 84",3.0,Darriwilian
Ugorsk,Tremadocian,"2, 3, 12, 84, 289, 335",3.0,Darriwilian
Weifeng,Tremadocian,"2, 3, 12, 84, 250",3.0,Darriwilian
Yahua,Tremadocian,"2, 3, 12, 84, 250",3.0,Darriwilian
Aiyan,Tremadocian,"2, 3, 12, 84, 201",3.0,Darriwilian
Kotchakan,Tremadocian,"2, 3, 12, 27, 84, 399",3.0,Darriwilian
Totchinoye,Tremadocian,"2, 3, 12, 27, 84, 399",3.0,Darriwilian
Akzhal,Tremadocian,"2, 3, 12, 84, 258",3.0,Darriwilian
Dzhambul,Tremadocian,"2, 3, 12, 84, 258",3.0,Darriwilian
Ust-Rybninsk,Tremadocian,"2, 3, 12, 84, 399",3.0,Darriwilian
Ustmunduika,Tremadocian,"2, 3, 12, 27, 84, 399",3.0,Darriwilian
Wilson Cliffs Sandstone,Tremadocian,"2, 3, 12, 84, 217",3.0,Darriwilian
Satpak,Tremadocian,"2, 3, 12, 84, 257",3.0,Darriwilian
Romsey Sub,Tremadocian,"2, 3, 12, 84, 219",3.0,Darriwilian
Warendian,Tremadocian,"2, 3, 12, 84, 202",3.0,Darriwilian
Ustrybninsk,Tremadocian,"2, 3, 12, 84, 289",3.0,Darriwilian
Barrande's d1,Tremadocian,"2, 3, 12, 84, 321",4.0,Sandbian
Skiddaw,Tremadocian,"2, 3, 12, 124, 244",3.0,Darriwilian
Kogashyk,Tremadocian,"2, 3, 12, 244, 257, 258",3.0,Darriwilian
Orthoceras Limestone,Tremadocian,"2, 3, 11, 12, 244",3.0,Darriwilian
Chaitsun Lower,Tremadocian,"2, 3, 12, 84, 250",3.0,Darriwilian
Xiangguletag,Tremadocian,"2, 3, 12, 84, 250",3.0,Darriwilian
Bony Falls,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Pinnak Sandstone,Tremadocian,"2, 3, 12, 84, 219",3.0,Darriwilian
Wagga,Tremadocian,"2, 3, 12, 84, 202",3.0,Darriwilian
Oeland,Tremadocian,"2, 3, 12, 84",3.0,Darriwilian
Road River,Tremadocian,"2, 3, 12, 42, 84",3.0,Darriwilian
Beekmantown Group,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Las Norias,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Ledbetter,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
El Higado,Tremadocian,"2, 3, 12, 84, 99",3.0,Darriwilian
Fimbulfjeld,Tremadocian,"2, 3, 12, 84, 114",3.0,Darriwilian
Ribband,Tremadocian,"2, 3, 12, 84, 124",3.0,Darriwilian
Rowena,Tremadocian,"2, 3, 12, 84, 202",3.0,Darriwilian
BII_alpha,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
BII_beta,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
BII_gamma,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
BI_alpha,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
Kuagach,Tremadocian,"2, 3, 12, 84, 236",3.0,Darriwilian
Green Bay,Tremadocian,"2, 3, 12, 42, 84",3.0,Darriwilian
Kilmacthomas,Tremadocian,"2, 3, 12, 124, 244",3.0,Darriwilian
Pieszkowo Red Limestone,Tremadocian,"2, 3, 12, 38, 244",3.0,Darriwilian
Julianowo Glauconitic Sandstone,Tremadocian,"2, 3, 12, 38, 244",3.0,Darriwilian
Sluchowo Shale,Tremadocian,"2, 3, 12, 38, 244",3.0,Darriwilian
Seydisehir,Tremadocian,"2, 3, 12, 84, 234",3.0,Darriwilian
SAQ,Tremadocian,"2, 3, 12, 84, 249",3.0,Darriwilian
Benjamin Constant,Tremadocian,"2, 3, 12, 84, 237",3.0,Darriwilian
Pogonip,Tremadocian,"2, 12, 47, 48, 114",5.0,Katian
Moore Hill,Tremadocian,"2, 12, 156",4.0,Sandbian
Gratton,Tremadocian,"2, 12, 47, 48, 83",5.0,Katian
Little Oak Limestone,Tremadocian,"2, 12, 83",5.0,Katian
Witten Limestone,Tremadocian,"2, 12, 83",5.0,Katian
Big Valley,Tremadocian,"2, 12, 389",4.0,Sandbian
Burkes Garden Limestone,Tremadocian,"2, 12, 123",4.0,Sandbian
Shannondale,Tremadocian,"2, 12, 123",4.0,Sandbian
Hotham,Tremadocian,"2, 12, 219",4.0,Sandbian
Bat Cave,Tremadocian,"2, 12, 56",5.0,Katian
Chickamauga,Tremadocian,"2, 12, 80",5.0,Katian
Lantz Mills,Tremadocian,"2, 12, 83",5.0,Katian
St. Luke Limestone,Tremadocian,"2, 12, 83",5.0,Katian
Mungyeong Group,Tremadocian,"1, 2, 12",3.0,Darriwilian
Pyeongchang Group,Tremadocian,"1, 2, 12",3.0,Darriwilian
Taebaek Group,Tremadocian,"1, 2, 12",3.0,Darriwilian
Yeongwol Group,Tremadocian,"1, 2, 12",3.0,Darriwilian
Foster,Tremadocian,"2, 12, 114",2.0,Dapingian
Knox Upper,Tremadocian,"2, 12, 114",2.0,Dapingian
Planilimbata Limestone,Tremadocian,"2, 11, 12, 36",2.0,Dapingian
Durness,Tremadocian,"2, 12, 114",2.0,Dapingian
Green Orthoceras Limestone,Tremadocian,"2, 11, 12",2.0,Dapingian
Grudaidh,Tremadocian,"2, 12, 124",2.0,Dapingian
Sarnella,Tremadocian,"2, 12, 282",2.0,Dapingian
Cape Weber,Tremadocian,"2, 12, 114",2.0,Dapingian
Romaine,Tremadocian,"2, 12, 114",2.0,Dapingian
Mazam Shale,Tremadocian,"2, 12, 114",2.0,Dapingian
Highgate,Tremadocian,"2, 12, 168",2.0,Dapingian
Dazhi,Tremadocian,"2, 12, 250",1.0,Floian
Metaline,Tremadocian,"2, 12, 114",2.0,Dapingian
Bingdou,Tremadocian,"2, 12, 250",2.0,Dapingian
Arbuckle,Tremadocian,"2, 12, 113",2.0,Dapingian
Willigam Sandstone,Tremadocian,"2, 12, 202",1.0,Floian
Caroline Creek Sandstone,Tremadocian,"2, 12, 204, 218",2.0,Dapingian
Gundara Quartzite,Tremadocian,"2, 12, 202",2.0,Dapingian
Pander Greensand,Tremadocian,"2, 12, 217",1.0,Floian
Swift,Tremadocian,"2, 12, 217",1.0,Floian
Cyathochitina primitiva,Tremadocian,"2, 3, 12",3.0,Darriwilian
Kangerong,Tremadocian,"2, 12, 219",2.0,Dapingian
Shingle,Tremadocian,"2, 12, 84",1.0,Floian
Lower Ordovician,Tremadocian,"2, 3, 12, 84, 159",1.0,Floian
Ibexian,Tremadocian,"2, 3, 12, 84, 159",1.0,Floian
Broken Skull,Tremadocian,"2, 12, 84, 114, 159",1.0,Floian
Emanuel Lower,Tremadocian,"2, 12, 77, 84, 159",1.0,Floian
Schoolhouse,Tremadocian,"2, 12, 84, 114, 159",1.0,Floian
Zifangzhuang,Tremadocian,"2, 12, 84, 159, 250",1.0,Floian
Tramore Shale,Tremadocian,"2, 12, 84, 124, 159",1.0,Floian
Köpingsklint,Tremadocian,"2, 12, 36, 84, 159",1.0,Floian
Aorangi Mine,Tremadocian,"2, 12, 84, 159, 260",1.0,Floian
Zasur'ya,Tremadocian,"2, 12, 84, 159, 400",2.0,Dapingian
Olenty,Tremadocian,"2, 12, 84, 159, 257",1.0,Floian
Odargowo Limestone,Tremadocian,"2, 12, 38, 84, 159",1.0,Floian
Santa Justa,Tremadocian,"2, 12, 84, 134, 159",1.0,Floian
Ceratopyge Shale,Tremadocian,"2, 12, 36, 84, 159, 257",1.0,Floian
Santa Victoria,Tremadocian,"2, 12, 84, 159, 290",1.0,Floian
School House Hill,Tremadocian,"2, 12, 84, 159, 365",1.0,Floian
Cabbage Tree,Tremadocian,"2, 12, 84, 159, 204",1.0,Floian
Roland Conglomerate,Tremadocian,"2, 12, 84, 159, 204",1.0,Floian
Nelungaloo Volcanics,Tremadocian,"2, 12, 84, 159, 202, 218",1.0,Floian
Churchill Sandstone,Tremadocian,"2, 12, 84, 159, 204",1.0,Floian
Mount Field,Tremadocian,"2, 12, 84, 159, 204",1.0,Floian
Pontoon Hill,Tremadocian,"2, 12, 84, 159, 204",1.0,Floian
Dictyonema Shale,Tremadocian,"2, 12, 36, 84, 159",1.0,Floian
Etasje 2e-3aβ,Tremadocian,"2, 12, 28, 84, 159",1.0,Floian
Kurdai,Tremadocian,"2, 12, 84, 159, 257",1.0,Floian
Djupvik,Tremadocian,"2, 12, 36, 84, 159",1.0,Floian
Etasje 3a,Tremadocian,"2, 12, 29, 84, 159",1.0,Floian
Carranya,Tremadocian,"2, 12, 84, 159, 217",1.0,Floian
Jinduck,Tremadocian,"2, 12, 84, 159, 217",1.0,Floian
Ooloo Limestone,Tremadocian,"2, 12, 84, 159, 217",1.0,Floian
Tim Shea Sandstone,Tremadocian,"2, 12, 84, 159, 217",1.0,Floian
Latorp Limestone,Tremadocian,"2, 11, 12, 33, 159, 244",1.0,Floian
Liangjiashan,Tremadocian,"2, 12, 72, 77, 159, 244",1.0,Floian
Cassinian,Tremadocian,"2, 12, 114, 159, 244",1.0,Floian
Ship Point 1,Tremadocian,"2, 12, 114, 159, 244",1.0,Floian
Ship Point 2,Tremadocian,"2, 12, 114, 159, 244",1.0,Floian
Naylor Ledge,Tremadocian,"2, 12, 159, 244, 365",1.0,Floian
Mud Springs Mountain,Tremadocian,"2, 12, 159, 192, 244",1.0,Floian
Joa,Tremadocian,"2, 8, 12, 159, 244",1.0,Floian
Klooga,Tremadocian,"2, 8, 12, 159, 244",1.0,Floian
Etasje 3bα,Tremadocian,"2, 12, 28, 159, 244",1.0,Floian
Zebre,Tremadocian,"2, 8, 12, 159, 244",1.0,Floian
Akbulaksai,Tremadocian,"2, 12, 159, 244, 257",1.0,Floian
Koagash,Tremadocian,"2, 12, 159, 244, 257",1.0,Floian
Fillmore,Tremadocian,"2, 12, 84, 159",1.0,Floian
Epler,Tremadocian,"2, 12, 84, 114, 159",1.0,Floian
Huntington,Tremadocian,"2, 12, 84, 159, 365",1.0,Floian
Chiawang,Tremadocian,"2, 12, 84, 159, 250",1.0,Floian
Aghfarell,Tremadocian,"2, 12, 84, 124, 159",1.0,Floian
Foum Tineslem Silty-Sandy,Tremadocian,"2, 12, 84, 159, 238",1.0,Floian
Tanchiachiao,Tremadocian,"2, 12, 84, 159, 250",1.0,Floian
Balnakiel Member 3,Tremadocian,"2, 12, 84, 124, 159",1.0,Floian
Narrama,Tremadocian,"2, 12, 84, 159, 202, 219",1.0,Floian
McKelligon Canyon Upper,Tremadocian,"2, 12, 84, 138, 159",1.0,Floian
Dounans,Tremadocian,"2, 12, 84, 159, 307",1.0,Floian
Black Rock,Tremadocian,"2, 12, 84, 88, 159",1.0,Floian
McKelligon Canyon Lower,Tremadocian,"2, 12, 84, 138, 159",1.0,Floian
Balnakiel Member 4,Tremadocian,"2, 12, 84, 124, 159",1.0,Floian
Kaiwilta,Tremadocian,"2, 12, 84, 159, 202",1.0,Floian
Fort Ann,Tremadocian,"2, 12, 84, 109, 159",1.0,Floian
Comstock,Tremadocian,"2, 12, 84, 109, 159",1.0,Floian
Hawk,Tremadocian,"2, 12, 84, 109, 159",1.0,Floian
Catoche,Tremadocian,"2, 12, 84, 159, 244",1.0,Floian
Tr1,Tremadocian,"2, 12, 13, 84",0.0,Tremadocian
Trenice,Tremadocian,"2, 12, 84, 105, 271",0.0,Tremadocian
Djupgrav,Tremadocian,"2, 11, 12, 84",0.0,Tremadocian
House,Tremadocian,"2, 12, 50, 84",0.0,Tremadocian
Tribes Hill,Tremadocian,"2, 12, 84, 114, 159",0.0,Tremadocian
Nantsinkuan,Tremadocian,"2, 12, 72, 84, 367",0.0,Tremadocian
Xialingnangou,Tremadocian,"2, 12, 72, 84",3.0,Darriwilian
Yeli,Tremadocian,"2, 12, 72, 77, 84",0.0,Tremadocian
Cressagian,Tremadocian,"2, 3, 12, 84",0.0,Tremadocian
Skullrockian,Tremadocian,"2, 3, 12, 84",0.0,Tremadocian
Symphysurina,Tremadocian,"2, 12, 84, 385",0.0,Tremadocian
Bryograptus tintinniformis,Tremadocian,"2, 12, 53, 84",0.0,Tremadocian
Adelograptus,Tremadocian,"2, 12, 84, 273, 276",0.0,Tremadocian
Adelograptus tenellus/ Anisograptus richardsoni,Tremadocian,"2, 12, 84, 400",0.0,Tremadocian
Bryograptus ramosus/ Rhabdinopora uralense/ Aletograptus hyperboreus,Tremadocian,"2, 12, 84, 400",0.0,Tremadocian
Rhabdinopora flabelliformis,Tremadocian,"2, 12, 84, 400",0.0,Tremadocian
Cordylodus intermedius,Tremadocian,"2, 12, 84, 385",0.0,Tremadocian
Bowen,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Survey Peak,Tremadocian,"2, 12, 84, 190",0.0,Tremadocian
Cape Clay,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Rabbit Kettle,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Gorman,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Hag Hill,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Hitt Canyon,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Barn Canyon,Tremadocian,"2, 12, 84, 177",0.0,Tremadocian
Collier Shale,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Gasconade Dolomite,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Antiklinalbugt,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Bliss,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Chepultepec,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Larke Dolomite,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Oneota Dolomite,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Rickenbach,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Sailmhor,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Stonehenge Limestone,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Tanyard,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Wilberns,Tremadocian,"2, 12, 84, 114",0.0,Tremadocian
Wallace Creek,Tremadocian,"2, 12, 84, 365",0.0,Tremadocian
Alfarcito,Tremadocian,"2, 12, 84, 290",0.0,Tremadocian
